,x,,,,214290_s_at,ACAA1,2.340004946,,,,
215927_at,-0.177066227,,,,,,,,,,
200905_x_at,-0.176919716,,,,,,,,,,
221887_s_at,-0.176790317,,,,,,,,,,
1558412_at,-0.176184517,,,,,,,,,,
222562_s_at,-0.176062664,,,,,,,,,,
212677_s_at,-0.175996661,,,,,,,,,,
204717_s_at,-0.175957365,,,,,,,,,,
224878_at,-0.175920797,,,,,,,,,,
200739_s_at,-0.175629993,,,,,,,,,,
238879_at,-0.175476823,,,,,,,,,,
209553_at,-0.175209765,,,,,,,,,,
205214_at,-0.174953763,,,,,,,,,,
227452_at,-0.174072411,,,,,,,,,,
207483_s_at,-0.173841683,,,,,,,,,,
222040_at,-0.173774732,,,,,,,,,,
201157_s_at,-0.173658028,,,,,,,,,,
211065_x_at,-0.1734275,,,,,,,,,,
45297_at,-0.173157892,,,,,,,,,,
214924_s_at,-0.173027957,,,,,,,,,,
234302_s_at,-0.172644712,,,,,,,,,,
222433_at,-0.172525298,,,,,,,,,,
225497_at,-0.172497862,,,,,,,,,,
200053_at,-0.172372278,,,,,,,,,,
212604_at,-0.172056045,,,,,,,,,,
201848_s_at,-0.172039647,,,,,,,,,,
244547_at,-0.171757407,,,,,,,,,,
204436_at,-0.171752503,,,,,,,,,,
213288_at,-0.17154534,,,,,,,,,,
200694_s_at,-0.171526543,,,,,,,,,,
215206_at,-0.171339043,,,,,,,,,,
200662_s_at,-0.171334737,,,,,,,,,,
205822_s_at,-0.170935142,,,,,,,,,,
212058_at,-0.170797534,,,,,,,,,,
226362_at,-0.17016,,,,,,,,,,
1569237_at,-0.169904773,,,,,,,,,,
244693_at,-0.169275341,,,,,,,,,,
1565811_at,-0.16925572,,,,,,,,,,
213741_s_at,-0.168854757,,,,,,,,,,
224697_at,-0.168628978,,,,,,,,,,
232498_at,-0.168510301,,,,,,,,,,
242384_at,-0.16836733,,,,,,,,,,
201008_s_at,-0.168323417,,,,,,,,,,
244803_at,-0.168308792,,,,,,,,,,
201283_s_at,-0.168056533,,,,,,,,,,
228224_at,-0.167215833,,,,,,,,,,
232077_s_at,-0.167103314,,,,,,,,,,
226315_at,-0.167071923,,,,,,,,,,
213975_s_at,-0.166929686,,,,,,,,,,
233651_s_at,-0.166743379,,,,,,,,,,
218797_s_at,-0.166226441,,,,,,,,,,
225440_at,-0.166179437,,,,,,,,,,
224750_at,-0.16612736,,,,,,,,,,
204663_at,-0.166086688,,,,,,,,,,
204512_at,-0.165956515,,,,,,,,,,
235668_at,-0.165934778,,,,,,,,,,
215592_at,-0.16573182,,,,,,,,,,
212246_at,-0.165462739,,,,,,,,,,
205078_at,-0.165237536,,,,,,,,,,
217236_x_at,-0.165123266,,,,,,,,,,
203522_at,-0.165018771,,,,,,,,,,
200058_s_at,-0.164507969,,,,,,,,,,
1562228_s_at,-0.164353529,,,,,,,,,,
215548_s_at,-0.164315825,,,,,,,,,,
1568513_x_at,-0.164078759,,,,,,,,,,
212130_x_at,-0.163858347,,,,,,,,,,
230312_at,-0.163820751,,,,,,,,,,
230759_at,-0.163746876,,,,,,,,,,
1555898_at,-0.163176347,,,,,,,,,,
1552274_at,-0.162496688,,,,,,,,,,
237730_at,-0.16217287,,,,,,,,,,
210821_x_at,-0.16205018,,,,,,,,,,
1560115_a_at,-0.161761691,,,,,,,,,,
224929_at,-0.161704949,,,,,,,,,,
201669_s_at,-0.161590967,,,,,,,,,,
226700_at,-0.159837091,,,,,,,,,,
238762_at,-0.159796537,,,,,,,,,,
226384_at,-0.159631129,,,,,,,,,,
202251_at,-0.159589728,,,,,,,,,,
1562391_at,-0.159037816,,,,,,,,,,
218774_at,-0.158389414,,,,,,,,,,
227996_at,-0.15828661,,,,,,,,,,
210386_s_at,-0.157524342,,,,,,,,,,
242176_at,-0.157173288,,,,,,,,,,
226199_at,-0.156688083,,,,,,,,,,
35685_at,-0.155605749,,,,,,,,,,
242738_s_at,-0.155548203,,,,,,,,,,
1557316_at,-0.15529982,,,,,,,,,,
1555945_s_at,-0.155121011,,,,,,,,,,
221926_s_at,-0.154962845,,,,,,,,,,
230494_at,-0.15474952,,,,,,,,,,
219593_at,-0.154472127,,,,,,,,,,
203735_x_at,-0.153921184,,,,,,,,,,
215054_at,-0.153847617,,,,,,,,,,
1553968_a_at,-0.153697987,,,,,,,,,,
211014_s_at,-0.153449306,,,,,,,,,,
222551_s_at,-0.152842819,,,,,,,,,,
211012_s_at,-0.15267568,,,,,,,,,,
226320_at,-0.152605552,,,,,,,,,,
225374_at,-0.152226686,,,,,,,,,,
227601_at,-0.152155228,,,,,,,,,,
230259_at,-0.151843964,,,,,,,,,,
212000_at,-0.151788318,,,,,,,,,,
225323_at,-0.151642778,,,,,,,,,,
202115_s_at,-0.15115302,,,,,,,,,,
225157_at,-0.151080335,,,,,,,,,,
225227_at,-0.150974979,,,,,,,,,,
1553118_at,-0.150653576,,,,,,,,,,
232612_s_at,-0.150570977,,,,,,,,,,
1560386_at,-0.149950517,,,,,,,,,,
205460_at,-0.149482808,,,,,,,,,,
212132_at,-0.149283829,,,,,,,,,,
214755_at,-0.149067196,,,,,,,,,,
238418_at,-0.148175976,,,,,,,,,,
238327_at,-0.148121218,,,,,,,,,,
227878_s_at,-0.147626365,,,,,,,,,,
232921_at,-0.147535553,,,,,,,,,,
227290_at,-0.147276937,,,,,,,,,,
218336_at,-0.147219486,,,,,,,,,,
227358_at,-0.147046492,,,,,,,,,,
218112_at,-0.146909846,,,,,,,,,,
204263_s_at,-0.146669953,,,,,,,,,,
225439_at,-0.146220513,,,,,,,,,,
217270_s_at,-0.146129621,,,,,,,,,,
201002_s_at,-0.146052074,,,,,,,,,,
214251_s_at,-0.14604006,,,,,,,,,,
209020_at,-0.145972294,,,,,,,,,,
230061_at,-0.145038014,,,,,,,,,,
205427_at,-0.144881789,,,,,,,,,,
223369_at,-0.144627033,,,,,,,,,,
210915_x_at,-0.144222456,,,,,,,,,,
200760_s_at,-0.144138198,,,,,,,,,,
224848_at,-0.144122614,,,,,,,,,,
230292_at,-0.144000396,,,,,,,,,,
224559_at,-0.143933922,,,,,,,,,,
201864_at,-0.1435072,,,,,,,,,,
1555041_a_at,-0.143451246,,,,,,,,,,
203779_s_at,-0.143444074,,,,,,,,,,
224356_x_at,-0.143147,,,,,,,,,,
207419_s_at,-0.143143819,,,,,,,,,,
216252_x_at,-0.142644617,,,,,,,,,,
208813_at,-0.142196226,,,,,,,,,,
211744_s_at,-0.142134177,,,,,,,,,,
201491_at,-0.141472367,,,,,,,,,,
219558_at,-0.140996884,,,,,,,,,,
210285_x_at,-0.140981227,,,,,,,,,,
224946_s_at,-0.140841517,,,,,,,,,,
203967_at,-0.140153146,,,,,,,,,,
215900_at,-0.140066946,,,,,,,,,,
38487_at,-0.139983859,,,,,,,,,,
212983_at,-0.139697741,,,,,,,,,,
236696_at,-0.139673771,,,,,,,,,,
204738_s_at,-0.139521772,,,,,,,,,,
34868_at,-0.139087421,,,,,,,,,,
236206_at,-0.138500516,,,,,,,,,,
223290_at,-0.138223082,,,,,,,,,,
205729_at,-0.137786189,,,,,,,,,,
208880_s_at,-0.137740678,,,,,,,,,,
219939_s_at,-0.137599053,,,,,,,,,,
236034_at,-0.13740694,,,,,,,,,,
206572_x_at,-0.137211108,,,,,,,,,,
223382_s_at,-0.136445566,,,,,,,,,,
225464_at,-0.135387363,,,,,,,,,,
230164_at,-0.135277697,,,,,,,,,,
226958_s_at,-0.135274045,,,,,,,,,,
1561044_at,-0.135123236,,,,,,,,,,
222262_s_at,-0.13496748,,,,,,,,,,
242232_at,-0.134697347,,,,,,,,,,
227836_at,-0.134444549,,,,,,,,,,
202330_s_at,-0.134283385,,,,,,,,,,
222887_s_at,-0.13415921,,,,,,,,,,
232471_at,-0.134097408,,,,,,,,,,
203441_s_at,-0.133969177,,,,,,,,,,
223571_at,-0.133762449,,,,,,,,,,
215329_s_at,-0.133428571,,,,,,,,,,
205961_s_at,-0.13339191,,,,,,,,,,
213205_s_at,-0.133380915,,,,,,,,,,
229549_at,-0.133354641,,,,,,,,,,
1554565_x_at,-0.132994793,,,,,,,,,,
240296_at,-0.132776901,,,,,,,,,,
219397_at,-0.132046857,,,,,,,,,,
74694_s_at,-0.132036007,,,,,,,,,,
226609_at,-0.131985714,,,,,,,,,,
238883_at,-0.13183413,,,,,,,,,,
201874_at,-0.131764749,,,,,,,,,,
203972_s_at,-0.131393398,,,,,,,,,,
219098_at,-0.130939523,,,,,,,,,,
207268_x_at,-0.130654889,,,,,,,,,,
208656_s_at,-0.130552633,,,,,,,,,,
223402_at,-0.130452923,,,,,,,,,,
242912_at,-0.130319248,,,,,,,,,,
214625_s_at,-0.130177341,,,,,,,,,,
201286_at,-0.130176857,,,,,,,,,,
1552643_at,-0.130114765,,,,,,,,,,
220553_s_at,-0.129541963,,,,,,,,,,
219502_at,-0.129421575,,,,,,,,,,
218865_at,-0.129374525,,,,,,,,,,
211935_at,-0.129029449,,,,,,,,,,
239862_at,-0.128889554,,,,,,,,,,
212406_s_at,-0.128779838,,,,,,,,,,
1554430_at,-0.128573514,,,,,,,,,,
244780_at,-0.128014551,,,,,,,,,,
204648_at,-0.127852882,,,,,,,,,,
236160_at,-0.127833557,,,,,,,,,,
212402_at,-0.127783084,,,,,,,,,,
223094_s_at,-0.12755363,,,,,,,,,,
201862_s_at,-0.126936655,,,,,,,,,,
1561973_at,-0.126857652,,,,,,,,,,
212472_at,-0.126587178,,,,,,,,,,
216008_s_at,-0.126201636,,,,,,,,,,
1556183_at,-0.126066268,,,,,,,,,,
212335_at,-0.126015589,,,,,,,,,,
235371_at,-0.125404859,,,,,,,,,,
202622_s_at,-0.125384003,,,,,,,,,,
232363_at,-0.125259146,,,,,,,,,,
1552470_a_at,-0.125124605,,,,,,,,,,
210036_s_at,-0.124993111,,,,,,,,,,
213656_s_at,-0.124593171,,,,,,,,,,
204849_at,-0.124580095,,,,,,,,,,
225856_at,-0.124561844,,,,,,,,,,
212126_at,-0.12452424,,,,,,,,,,
204070_at,-0.124390424,,,,,,,,,,
235701_at,-0.123845736,,,,,,,,,,
242978_x_at,-0.123154783,,,,,,,,,,
238982_at,-0.123039546,,,,,,,,,,
223484_at,-0.122679646,,,,,,,,,,
205169_at,-0.122524933,,,,,,,,,,
221990_at,-0.121945926,,,,,,,,,,
216348_at,-0.121936023,,,,,,,,,,
242261_at,-0.121857647,,,,,,,,,,
202689_at,-0.120790544,,,,,,,,,,
214117_s_at,-0.12073091,,,,,,,,,,
209711_at,-0.120165181,,,,,,,,,,
226214_at,-0.119997734,,,,,,,,,,
240486_at,-0.119704799,,,,,,,,,,
206132_at,-0.119681407,,,,,,,,,,
225504_at,-0.118902004,,,,,,,,,,
226960_at,-0.118818494,,,,,,,,,,
225287_s_at,-0.118812676,,,,,,,,,,
239505_at,-0.11871001,,,,,,,,,,
242922_at,-0.118682408,,,,,,,,,,
206526_at,-0.11860028,,,,,,,,,,
224618_at,-0.118563456,,,,,,,,,,
221082_s_at,-0.118428003,,,,,,,,,,
200878_at,-0.118071299,,,,,,,,,,
204228_at,-0.11761483,,,,,,,,,,
231297_at,-0.117198218,,,,,,,,,,
205017_s_at,-0.116990165,,,,,,,,,,
1570338_at,-0.116955062,,,,,,,,,,
211257_x_at,-0.116879468,,,,,,,,,,
219868_s_at,-0.116784019,,,,,,,,,,
218562_s_at,-0.116777698,,,,,,,,,,
210410_s_at,-0.116621822,,,,,,,,,,
1569294_at,-0.116453585,,,,,,,,,,
236841_at,-0.116100871,,,,,,,,,,
1558014_s_at,-0.116073923,,,,,,,,,,
235044_at,-0.115889586,,,,,,,,,,
208358_s_at,-0.115213875,,,,,,,,,,
1553803_at,-0.114819196,,,,,,,,,,
205899_at,-0.11433865,,,,,,,,,,
1554400_at,-0.114229126,,,,,,,,,,
1559161_at,-0.113752566,,,,,,,,,,
228691_at,-0.113647293,,,,,,,,,,
223217_s_at,-0.113223047,,,,,,,,,,
212597_s_at,-0.113181157,,,,,,,,,,
224684_at,-0.113055972,,,,,,,,,,
226339_at,-0.112460687,,,,,,,,,,
217448_s_at,-0.112053069,,,,,,,,,,
225458_at,-0.111649145,,,,,,,,,,
204790_at,-0.111602075,,,,,,,,,,
223302_s_at,-0.111395552,,,,,,,,,,
208685_x_at,-0.111066623,,,,,,,,,,
205805_s_at,-0.110899517,,,,,,,,,,
222250_s_at,-0.110675848,,,,,,,,,,
203814_s_at,-0.110553741,,,,,,,,,,
215269_at,-0.11043505,,,,,,,,,,
224851_at,-0.109746372,,,,,,,,,,
211535_s_at,-0.109709588,,,,,,,,,,
238363_at,-0.109653122,,,,,,,,,,
234884_x_at,-0.109638202,,,,,,,,,,
210011_s_at,-0.109635887,,,,,,,,,,
225071_at,-0.109620567,,,,,,,,,,
202098_s_at,-0.109609891,,,,,,,,,,
202348_s_at,-0.109502429,,,,,,,,,,
1552627_a_at,-0.109352279,,,,,,,,,,
219321_at,-0.109323211,,,,,,,,,,
233750_s_at,-0.109121514,,,,,,,,,,
221952_x_at,-0.109045971,,,,,,,,,,
205133_s_at,-0.109030235,,,,,,,,,,
218238_at,-0.108884102,,,,,,,,,,
203748_x_at,-0.108842996,,,,,,,,,,
202128_at,-0.108764973,,,,,,,,,,
213684_s_at,-0.108732412,,,,,,,,,,
209877_at,-0.10864693,,,,,,,,,,
208154_at,-0.108540227,,,,,,,,,,
224886_at,-0.108254199,,,,,,,,,,
229155_at,-0.10818675,,,,,,,,,,
201520_s_at,-0.107883893,,,,,,,,,,
201951_at,-0.107793104,,,,,,,,,,
39966_at,-0.107573827,,,,,,,,,,
81737_at,-0.107389582,,,,,,,,,,
236114_at,-0.10716017,,,,,,,,,,
215489_x_at,-0.106870018,,,,,,,,,,
231034_s_at,-0.106807606,,,,,,,,,,
40562_at,-0.10646488,,,,,,,,,,
232908_at,-0.106424513,,,,,,,,,,
205034_at,-0.106396133,,,,,,,,,,
221755_at,-0.106240168,,,,,,,,,,
226942_at,-0.106236091,,,,,,,,,,
217309_s_at,-0.106101716,,,,,,,,,,
218029_at,-0.106050889,,,,,,,,,,
210676_x_at,-0.106007917,,,,,,,,,,
221247_s_at,-0.105894424,,,,,,,,,,
222544_s_at,-0.105464273,,,,,,,,,,
1560703_at,-0.105376779,,,,,,,,,,
1566766_a_at,-0.105288476,,,,,,,,,,
217968_at,-0.105264991,,,,,,,,,,
220688_s_at,-0.104657654,,,,,,,,,,
224836_at,-0.104552416,,,,,,,,,,
222313_at,-0.104352008,,,,,,,,,,
209394_at,-0.104107842,,,,,,,,,,
225400_at,-0.103743345,,,,,,,,,,
203221_at,-0.103724579,,,,,,,,,,
228200_at,-0.103582701,,,,,,,,,,
228948_at,-0.103579027,,,,,,,,,,
218176_at,-0.103364912,,,,,,,,,,
218918_at,-0.103158073,,,,,,,,,,
235037_at,-0.103017431,,,,,,,,,,
213869_x_at,-0.102972963,,,,,,,,,,
205356_at,-0.102698428,,,,,,,,,,
212645_x_at,-0.10268094,,,,,,,,,,
235511_at,-0.102661635,,,,,,,,,,
241464_s_at,-0.102216615,,,,,,,,,,
230120_s_at,-0.10217569,,,,,,,,,,
213986_s_at,-0.102144679,,,,,,,,,,
225870_s_at,-0.101973421,,,,,,,,,,
218805_at,-0.101627624,,,,,,,,,,
242677_at,-0.101522547,,,,,,,,,,
208927_at,-0.101401455,,,,,,,,,,
220840_s_at,-0.101251719,,,,,,,,,,
214751_at,-0.101130277,,,,,,,,,,
202021_x_at,-0.100944354,,,,,,,,,,
208688_x_at,-0.100900083,,,,,,,,,,
227251_at,-0.100830239,,,,,,,,,,
1570339_x_at,-0.100787898,,,,,,,,,,
217653_x_at,-0.100745663,,,,,,,,,,
200077_s_at,-0.100314191,,,,,,,,,,
207085_x_at,-0.10030704,,,,,,,,,,
212952_at,-0.100225422,,,,,,,,,,
243217_at,-0.100163263,,,,,,,,,,
240044_x_at,-0.099143725,,,,,,,,,,
205732_s_at,-0.099018164,,,,,,,,,,
1553011_at,-0.098980409,,,,,,,,,,
200849_s_at,-0.098949841,,,,,,,,,,
206470_at,-0.098923222,,,,,,,,,,
223811_s_at,-0.09891352,,,,,,,,,,
218381_s_at,-0.098456262,,,,,,,,,,
234726_s_at,-0.097596357,,,,,,,,,,
1556008_a_at,-0.097582756,,,,,,,,,,
224250_s_at,-0.096998778,,,,,,,,,,
212147_at,-0.096940497,,,,,,,,,,
200903_s_at,-0.096490624,,,,,,,,,,
213125_at,-0.095990082,,,,,,,,,,
229819_at,-0.095916712,,,,,,,,,,
227331_at,-0.095899477,,,,,,,,,,
210482_x_at,-0.095773136,,,,,,,,,,
228274_at,-0.095514885,,,,,,,,,,
218398_at,-0.095210643,,,,,,,,,,
214135_at,-0.095167848,,,,,,,,,,
206467_x_at,-0.094846617,,,,,,,,,,
202415_s_at,-0.094395157,,,,,,,,,,
AFFX-r2-Bs-lys-5_at,-0.094058778,,,,,,,,,,
226498_at,-0.093846872,,,,,,,,,,
226497_s_at,-0.093821905,,,,,,,,,,
211435_at,-0.093731229,,,,,,,,,,
1554052_at,-0.093434395,,,,,,,,,,
227972_at,-0.093393758,,,,,,,,,,
226068_at,-0.09294393,,,,,,,,,,
242154_x_at,-0.092805633,,,,,,,,,,
223427_s_at,-0.092435474,,,,,,,,,,
205910_s_at,-0.092077657,,,,,,,,,,
201532_at,-0.091441576,,,,,,,,,,
218701_at,-0.091219556,,,,,,,,,,
213417_at,-0.090999367,,,,,,,,,,
225045_at,-0.09085988,,,,,,,,,,
224614_at,-0.090822769,,,,,,,,,,
212067_s_at,-0.090288017,,,,,,,,,,
220937_s_at,-0.090261799,,,,,,,,,,
209331_s_at,-0.090044228,,,,,,,,,,
214560_at,-0.090021492,,,,,,,,,,
223697_x_at,-0.089889742,,,,,,,,,,
244519_at,-0.089760415,,,,,,,,,,
227067_x_at,-0.089462131,,,,,,,,,,
38707_r_at,-0.089440908,,,,,,,,,,
243973_at,-0.08928423,,,,,,,,,,
217725_x_at,-0.088987412,,,,,,,,,,
233824_at,-0.088633216,,,,,,,,,,
201303_at,-0.088453832,,,,,,,,,,
236411_at,-0.088423698,,,,,,,,,,
202379_s_at,-0.087935773,,,,,,,,,,
209069_s_at,-0.087715347,,,,,,,,,,
235359_at,-0.087340598,,,,,,,,,,
225263_at,-0.08729709,,,,,,,,,,
224376_s_at,-0.087243993,,,,,,,,,,
201746_at,-0.087234078,,,,,,,,,,
213956_at,-0.087017012,,,,,,,,,,
221190_s_at,-0.08698457,,,,,,,,,,
212216_at,-0.086874874,,,,,,,,,,
212056_at,-0.086869707,,,,,,,,,,
209103_s_at,-0.086638918,,,,,,,,,,
223316_at,-0.08658159,,,,,,,,,,
212218_s_at,-0.085818315,,,,,,,,,,
201199_s_at,-0.085763378,,,,,,,,,,
201777_s_at,-0.085734488,,,,,,,,,,
222770_s_at,-0.085565104,,,,,,,,,,
215633_x_at,-0.085489888,,,,,,,,,,
204969_s_at,-0.085412902,,,,,,,,,,
35626_at,-0.085318394,,,,,,,,,,
221437_s_at,-0.085189608,,,,,,,,,,
210574_s_at,-0.085058494,,,,,,,,,,
222416_at,-0.084717431,,,,,,,,,,
219253_at,-0.084675185,,,,,,,,,,
219809_at,-0.084139218,,,,,,,,,,
221685_s_at,-0.083797469,,,,,,,,,,
1555905_a_at,-0.083514517,,,,,,,,,,
208996_s_at,-0.083413009,,,,,,,,,,
223640_at,-0.083276644,,,,,,,,,,
214526_x_at,-0.082794181,,,,,,,,,,
215812_s_at,-0.082700796,,,,,,,,,,
225412_at,-0.082588453,,,,,,,,,,
208784_s_at,-0.082462234,,,,,,,,,,
213067_at,-0.082165024,,,,,,,,,,
242657_at,-0.081687206,,,,,,,,,,
214900_at,-0.081532294,,,,,,,,,,
210045_at,-0.081403344,,,,,,,,,,
218162_at,-0.080233416,,,,,,,,,,
228510_at,-0.080216474,,,,,,,,,,
213629_x_at,-0.080048843,,,,,,,,,,
218364_at,-0.079965544,,,,,,,,,,
238028_at,-0.079867249,,,,,,,,,,
201911_s_at,-0.079722876,,,,,,,,,,
202293_at,-0.079376292,,,,,,,,,,
243182_at,-0.079353381,,,,,,,,,,
210910_s_at,-0.079215372,,,,,,,,,,
221911_at,-0.0790049,,,,,,,,,,
238121_at,-0.078679384,,,,,,,,,,
209131_s_at,-0.078594315,,,,,,,,,,
200622_x_at,-0.078572498,,,,,,,,,,
1564069_at,-0.078487844,,,,,,,,,,
226698_at,-0.07839055,,,,,,,,,,
208837_at,-0.078340396,,,,,,,,,,
222238_s_at,-0.077898856,,,,,,,,,,
212808_at,-0.077306545,,,,,,,,,,
222467_s_at,-0.076808218,,,,,,,,,,
218304_s_at,-0.075790209,,,,,,,,,,
213864_s_at,-0.075776808,,,,,,,,,,
234728_s_at,-0.075536095,,,,,,,,,,
215773_x_at,-0.075326113,,,,,,,,,,
233803_s_at,-0.074446978,,,,,,,,,,
215429_s_at,-0.074130593,,,,,,,,,,
213139_at,-0.073816077,,,,,,,,,,
211343_s_at,-0.073625914,,,,,,,,,,
216506_x_at,-0.073473443,,,,,,,,,,
221538_s_at,-0.073010022,,,,,,,,,,
212793_at,-0.072808321,,,,,,,,,,
1555468_at,-0.072244184,,,,,,,,,,
201085_s_at,-0.071994275,,,,,,,,,,
234300_s_at,-0.07191105,,,,,,,,,,
201869_s_at,-0.071884047,,,,,,,,,,
212415_at,-0.071851756,,,,,,,,,,
226935_s_at,-0.071747144,,,,,,,,,,
213072_at,-0.070719748,,,,,,,,,,
206949_s_at,-0.070711564,,,,,,,,,,
202356_s_at,-0.07057946,,,,,,,,,,
200901_s_at,-0.070501067,,,,,,,,,,
232525_at,-0.070368778,,,,,,,,,,
202142_at,-0.069975739,,,,,,,,,,
201350_at,-0.069869366,,,,,,,,,,
210416_s_at,-0.069831317,,,,,,,,,,
221790_s_at,-0.069815755,,,,,,,,,,
203033_x_at,-0.069253716,,,,,,,,,,
1557080_s_at,-0.068913907,,,,,,,,,,
221782_at,-0.068822921,,,,,,,,,,
223328_at,-0.068756435,,,,,,,,,,
238704_at,-0.068732917,,,,,,,,,,
204109_s_at,-0.068664838,,,,,,,,,,
215617_at,-0.068413808,,,,,,,,,,
214732_at,-0.067481981,,,,,,,,,,
237232_at,-0.067445505,,,,,,,,,,
231317_at,-0.066993914,,,,,,,,,,
202498_s_at,-0.066918579,,,,,,,,,,
225077_at,-0.066501264,,,,,,,,,,
219357_at,-0.065942664,,,,,,,,,,
202976_s_at,-0.065554482,,,,,,,,,,
220078_at,-0.06535779,,,,,,,,,,
213837_at,-0.065285765,,,,,,,,,,
205157_s_at,-0.064952436,,,,,,,,,,
220773_s_at,-0.064922687,,,,,,,,,,
212178_s_at,-0.064746396,,,,,,,,,,
222201_s_at,-0.064579014,,,,,,,,,,
212175_s_at,-0.064417267,,,,,,,,,,
204630_s_at,-0.064305033,,,,,,,,,,
205619_s_at,-0.064276606,,,,,,,,,,
227165_at,-0.06388948,,,,,,,,,,
214390_s_at,-0.063653472,,,,,,,,,,
222157_s_at,-0.063652847,,,,,,,,,,
200811_at,-0.0635159,,,,,,,,,,
204139_x_at,-0.062589453,,,,,,,,,,
229050_s_at,-0.062409036,,,,,,,,,,
203083_at,-0.062312255,,,,,,,,,,
243910_x_at,-0.062191543,,,,,,,,,,
210057_at,-0.062006298,,,,,,,,,,
227978_s_at,-0.061461857,,,,,,,,,,
227921_at,-0.061445678,,,,,,,,,,
219494_at,-0.061179914,,,,,,,,,,
229553_at,-0.061064253,,,,,,,,,,
201809_s_at,-0.061015231,,,,,,,,,,
209739_s_at,-0.060855497,,,,,,,,,,
217475_s_at,-0.060645151,,,,,,,,,,
1560145_at,-0.060417762,,,,,,,,,,
240798_at,-0.060215128,,,,,,,,,,
207390_s_at,-0.059499291,,,,,,,,,,
201598_s_at,-0.059319346,,,,,,,,,,
227488_at,-0.059284157,,,,,,,,,,
AFFX-M27830_M_at,-0.059209664,,,,,,,,,,
204833_at,-0.059176258,,,,,,,,,,
226171_at,-0.058951369,,,,,,,,,,
209363_s_at,-0.058593073,,,,,,,,,,
204752_x_at,-0.058373532,,,,,,,,,,
208809_s_at,-0.058225386,,,,,,,,,,
215552_s_at,-0.058221547,,,,,,,,,,
200993_at,-0.058105972,,,,,,,,,,
214785_at,-0.057723744,,,,,,,,,,
200657_at,-0.057135912,,,,,,,,,,
203686_at,-0.057007971,,,,,,,,,,
201986_at,-0.056709027,,,,,,,,,,
211140_s_at,-0.056514747,,,,,,,,,,
240846_at,-0.056444205,,,,,,,,,,
213468_at,-0.055876871,,,,,,,,,,
201486_at,-0.055840759,,,,,,,,,,
1556683_x_at,-0.055588836,,,,,,,,,,
1556527_a_at,-0.055404795,,,,,,,,,,
202720_at,-0.055360527,,,,,,,,,,
244563_at,-0.055304957,,,,,,,,,,
201035_s_at,-0.055129822,,,,,,,,,,
230369_at,-0.054935647,,,,,,,,,,
216903_s_at,-0.054754,,,,,,,,,,
1570259_at,-0.054567234,,,,,,,,,,
223247_at,-0.053596626,,,,,,,,,,
212784_at,-0.053577137,,,,,,,,,,
225340_s_at,-0.053427552,,,,,,,,,,
204192_at,-0.053334975,,,,,,,,,,
216804_s_at,-0.053329041,,,,,,,,,,
1555843_at,-0.053101341,,,,,,,,,,
1554321_a_at,-0.052840668,,,,,,,,,,
235263_at,-0.052232193,,,,,,,,,,
201840_at,-0.051409701,,,,,,,,,,
213402_at,-0.050239089,,,,,,,,,,
207081_s_at,-0.050093597,,,,,,,,,,
201735_s_at,-0.049992244,,,,,,,,,,
1570566_at,-0.049818628,,,,,,,,,,
215626_at,-0.049709504,,,,,,,,,,
218317_x_at,-0.049593918,,,,,,,,,,
212634_at,-0.049490568,,,,,,,,,,
230813_at,-0.049246599,,,,,,,,,,
1557804_at,-0.049160189,,,,,,,,,,
209474_s_at,-0.048769538,,,,,,,,,,
225713_at,-0.04829456,,,,,,,,,,
225402_at,-0.047835223,,,,,,,,,,
230688_at,-0.047784585,,,,,,,,,,
201998_at,-0.047356732,,,,,,,,,,
223324_s_at,-0.047242302,,,,,,,,,,
1563364_at,-0.046806553,,,,,,,,,,
203300_x_at,-0.046683156,,,,,,,,,,
1563468_at,-0.046673684,,,,,,,,,,
201896_s_at,-0.046420324,,,,,,,,,,
228360_at,-0.046336771,,,,,,,,,,
224687_at,-0.046162904,,,,,,,,,,
210839_s_at,-0.045458968,,,,,,,,,,
223748_at,-0.045118998,,,,,,,,,,
208504_x_at,-0.044802301,,,,,,,,,,
221700_s_at,-0.044502839,,,,,,,,,,
208680_at,-0.04448882,,,,,,,,,,
203664_s_at,-0.044207186,,,,,,,,,,
236976_at,-0.043869999,,,,,,,,,,
229671_s_at,-0.043769869,,,,,,,,,,
238908_at,-0.043106194,,,,,,,,,,
1554317_s_at,-0.042985795,,,,,,,,,,
233254_x_at,-0.042948407,,,,,,,,,,
203992_s_at,-0.042622445,,,,,,,,,,
239611_at,-0.042433615,,,,,,,,,,
221436_s_at,-0.042351641,,,,,,,,,,
1556067_a_at,-0.042192224,,,,,,,,,,
218088_s_at,-0.041670656,,,,,,,,,,
215346_at,-0.041587693,,,,,,,,,,
203146_s_at,-0.04128657,,,,,,,,,,
209945_s_at,-0.040789604,,,,,,,,,,
238580_at,-0.040788771,,,,,,,,,,
211316_x_at,-0.040146294,,,,,,,,,,
209692_at,-0.040076363,,,,,,,,,,
203418_at,-0.039441717,,,,,,,,,,
228389_at,-0.038912837,,,,,,,,,,
218412_s_at,-0.038910521,,,,,,,,,,
209799_at,-0.038867053,,,,,,,,,,
201966_at,-0.03865464,,,,,,,,,,
215051_x_at,-0.038388025,,,,,,,,,,
242416_at,-0.038011649,,,,,,,,,,
91684_g_at,-0.037575736,,,,,,,,,,
